ms,cci,title,fund,category_of_region,year,dimension_type,dimension_code,dimension_title,eu_cofinancing_rate,total_eligible_costs_selected_fin_data,eu_eligible_costs_selected_fin_data_notional,total_elig_expenditure_declared_fin_data,eu_elig_expenditure_declared_fin_data_notional,reference_date
ES,2014ES16RFOP005,Asturias  - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,,,,,2016-12-31T00:00:00.000
FR,2014FR16RFOP006,Alsace - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,30.00000019,64739536.08,19421860.82,10374025.49,3112207.65,2019-12-31T00:00:00.000
FR,2014FR16RFOP007,Réunion – ERDF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,2336945.58,1869556.46,0,0,2017-12-31T00:00:00.000
IT,2014IT16RFOP021,Veneto - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,53179250.56,26589625.28,22644057.15,11322028.58,2022-12-31T00:00:00.000
FR,2014FR16M2OP005,Franche-Comté et Jura - ERDF/ESF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99988368,3285800.64,1971480.38,710329.85,426197.91,2017-12-31T00:00:00.000
RO,2014RO16RFOP001,Competitiveness Programme - RO - ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999986,257441229.35,218825044.95,69168548.57,58793266.28,2018-12-31T00:00:00.000
PT,2014PT16M2OP002,Centro - ERDF/ESF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999764,23337809.33,19837137.93,1128723.66,959415.11,2017-12-31T00:00:00.000
MT,2014MT16M1OP001,Fostering a competitive and sustainable economy - MT - ERDF/CF,ERDF,Transition,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,47435400,37948320,33347384,26677907.2,2020-12-31T00:00:00.000
FR,2014FR16RFOP006,Alsace - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,30.00000019,19361297.07,5808389.12,4566345.63,1369903.69,2018-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,57.30060256,1023509128.17,583400203.06,500278013.38,285158467.63,2022-12-31T00:00:00.000
PL,2014PL16M2OP006,Małopolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999967,9132564.42,7762679.76,0,0,2016-12-31T00:00:00.000
IT,2014IT16RFOP007,Campania - ERDF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,74.99999993,163750319.76,122812739.82,68637.26,51477.95,2017-12-31T00:00:00.000
GR,2014GR16M2OP007,Continental Greece - ERDF/ESF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,5085940.76,2542970.38,824284.87,412142.44,2022-12-31T00:00:00.000
IT,2014IT16M2OP004,Metrolitan Cities - IT - ERDF/ESF,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,6528870.68,3264435.34,1492023.66,746011.83,2018-12-31T00:00:00.000
FR,2014FR16M0OP002,Auvergne - ERDF/ESF/YEI,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,60,48007130.7,28804278.42,33895457.29,20337274.37,2017-12-31T00:00:00.000
FR,2014FR16M2OP012,Mayotte - ERDF/ESF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.93233114,709017.9,404140.2,0,0,2018-12-31T00:00:00.000
FR,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,36.61051205,116562440.53,43128103,130475924.03,48276091.89,2022-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,53513637,26756818.5,16579658,8289829,2018-12-31T00:00:00.000
FR,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,45.0000002,59142359.83,26614061.92,26438714.1,11897421.35,2021-12-31T00:00:00.000
PL,2014PL16M2OP014,Warmińsko-Mazurskie Voivodeship - ERDF/ESF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999989,,,,,2016-12-31T00:00:00.000
FR,2014FR16RFOP006,Alsace - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,30.00000017,81428255.65,24428476.7,75130466.12,22539139.84,2022-12-31T00:00:00.000
FR,2014FR16M2OP001,Basse-Normandie - ERDF/ESF,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,100414053.66,40165621.46,19838365.78,7935346.31,2018-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2017-12-31T00:00:00.000
IT,2014IT16RFOP015,Sardegna - ERDF,ERDF,Transition,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,135486131.65,67743065.83,77794759.4,38897379.7,2020-12-31T00:00:00.000
FR,2014FR16M0OP011,Martinique - ERDF/ESF/YEI,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,33.4328237,113457178.36,37440868.86,9954964.43,3285138.26,2020-12-31T00:00:00.000
FR,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,36.61051205,104994639.42,38848016.59,23172711.65,8573903.31,2018-12-31T00:00:00.000
CZ,2014CZ16RFOP001,Enterprise and Innovation for Competitiveness - CZ - ERDF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.93694629,690813195.68,393763521.54,312379570.61,178056355.25,2021-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,80.55213692,885309580.31,717100760.05,515019846.86,417166075.96,2022-12-31T00:00:00.000
IT,2014IT16RFOP004,Abruzzo - ERDF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,26000524.71,13000262.36,16616877.87,8308438.94,2022-12-31T00:00:00.000
PT,2014PT16M2OP003,Alentejo - ERDF/ESF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999683,7972424.24,6776560.6,5367738.58,4562577.79,2019-12-31T00:00:00.000
IT,2014IT16RFOP012,Lombardia - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,20000000,10000000,11929718,5964859,2020-12-31T00:00:00.000
IE,2014IE16RFOP001,Border Midland and Western Regional - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2022-12-31T00:00:00.000
IT,2014IT16RFOP016,Sicilia - ERDF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,75.00000007,249094226,186820669.5,0,0,2017-12-31T00:00:00.000
ES,2014ES16RFOP001,Smart Growth (merged 2017 with Multi-regional Spain) - ES - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,,,,,,
IT,2014IT16RFOP016,Sicilia - ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999969,338523264.69,270818611.75,75067589.49,60054071.59,2018-12-31T00:00:00.000
IT,2014IT16RFOP005,Bolzano - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,20690756,10345378,3930072.92,1965036.46,2018-12-31T00:00:00.000
ES,2014ES16RFOP020,Navarra  - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,0,0,0,0,2017-12-31T00:00:00.000
FR,2014FR16M0OP012,Nord-Pas de Calais - ERDF/ESF/YEI,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.83333333,14585145,8751087,2667567,1600540.2,2017-12-31T00:00:00.000
FR,2014FR16M2OP003,Bretagne - ERDF/ESF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,36.10923877,288646030.51,103912570.98,2239156.66,806096.4,2017-12-31T00:00:00.000
ES,2014ES16RFOP021,País Vasco  - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,,,,,2016-12-31T00:00:00.000
ES,2014ES16RFOP004,Aragón  - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,92715104.96,46357552.48,44812955.63,22406477.82,2019-12-31T00:00:00.000
ES,2014ES16RFOP020,Navarra  - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,803027.5,401513.75,803027.5,401513.75,2020-12-31T00:00:00.000
IT,2014IT16RFOP021,Veneto - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,40000000,20000000,3750781.69,1875390.85,2018-12-31T00:00:00.000
IT,2014IT16RFOP014,Piemonte - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,61202313.62,30601156.81,22999546.38,11499773.19,2020-12-31T00:00:00.000
ES,2014ES16RFOP014,Extremadura  - ERDF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,148186408.23,118549126.58,69815220.44,55852176.35,2021-12-31T00:00:00.000
FR,2014FR16M2OP004,Corse - ERDF/ESF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.47058824,17223221.76,9645004.19,8795176.65,4925298.92,2021-12-31T00:00:00.000
FR,2014FR16M2OP001,Basse-Normandie - ERDF/ESF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,129137230,51654892,61024349,24409739.6,2021-12-31T00:00:00.000
IT,2014IT16M2OP003,Legality - IT - ERDF/ESF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,74.99999945,66660938,49995703.5,28920417,21690312.75,2019-12-31T00:00:00.000
IT,2014IT16RFOP014,Piemonte - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,61202313.62,30601156.81,26952858.81,13476429.41,2021-12-31T00:00:00.000
IT,2014IT16M2OP004,Metrolitan Cities - IT - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,87802576.61,70242061.29,44448723.6,35558978.88,2021-12-31T00:00:00.000
IT,2014IT16M2OP006,Calabria  - ERDF/ESF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,78.92911422,132961319.61,105039442.49,72372782.3,57174498.02,2020-12-31T00:00:00.000
PL,2014PL16M2OP001,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999981,55691031.88,47337377.1,3176489.41,2700016,2017-12-31T00:00:00.000
ES,2014ES16RFOP007,Canarias - ERDF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999994,66175747.43,56249385.32,13243026.85,11256572.82,2021-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2020-12-31T00:00:00.000
PL,2014PL16M2OP006,Małopolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999967,109898283.07,93413540.61,34958775.17,29714958.89,2018-12-31T00:00:00.000
GR,2014GR16M2OP002,Central Macedonia - ERDF/ESF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999823,5840892.56,4672714.05,0,0,2018-12-31T00:00:00.000
ES,2014ES16RFOP014,Extremadura  - ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,88944574.18,71155659.34,18439745.61,14751796.49,2018-12-31T00:00:00.000
SE,2014SE16RFOP001,South Sweden - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,8992849,4496424.5,6906675,3453337.5,2022-12-31T00:00:00.000
PT,2014PT16M2OP006,Madeira - ERDF/ESF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99998757,5796249.76,4926812.3,2915240.79,2477954.67,2019-12-31T00:00:00.000
ES,2014ES16RFOP007,Canarias - ERDF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999981,2472414.4,2101552.24,0,0,2017-12-31T00:00:00.000
FR,2014FR16M2OP006,Limousin - ERDF/ESF,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999951,10767861.68,6460717.01,3375406.24,2025243.74,2018-12-31T00:00:00.000
FR,2014FR16M2OP009,Poitou-Charentes - ERDF/ESF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999396,27548413.61,16529048.17,16521680.76,9913008.46,2022-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999969,145020959,123267815.15,64272899.85,54631964.87,2020-12-31T00:00:00.000
ES,2014ES16RFOP017,Madrid  - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,6392491.72,3196245.86,2768981.4,1384490.7,2019-12-31T00:00:00.000
LT,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999972,20836912.86,17711375.93,6018417.51,5115654.88,2017-12-31T00:00:00.000
ES,2014ES16RFOP004,Aragón  - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,111981497.96,55990748.98,61903126.13,30951563.07,2020-12-31T00:00:00.000
FR,2014FR16M2OP009,Poitou-Charentes - ERDF/ESF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999913,11580867.58,6948520.55,0,0,2016-12-31T00:00:00.000
EE,2014EE16M3OP001,Cohesion Policy Funding - EE - ERDF/ESF/CF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999945,80381762.27,68324497.93,57724423.16,49065759.69,2018-12-31T00:00:00.000
IE,2014IE16RFOP001,Border Midland and Western Regional - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2021-12-31T00:00:00.000
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,1195363,597681.5,0,0,2016-12-31T00:00:00.000
PL,2014PL16M2OP015,Wielkopolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999937,70441146.32,59874974.37,41445390.13,35228581.61,2021-12-31T00:00:00.000
GR,2014GR16M2OP006,Western Macedonia - ERDF/ESF,ERDF,Transition,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999421,0,0,0,0,2019-12-31T00:00:00.000
FR,2014FR05M0OP001,Île-de-France et Seine - ESF/ERDF/YEI,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,40,80250357.68,32100143.07,57392963.73,22957185.49,2020-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,7361731.08,3680865.54,2203098.57,1101549.29,2020-12-31T00:00:00.000
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999438,10966091.55,6579654.93,8740413.69,5244248.21,2021-12-31T00:00:00.000
ES,2014ES16RFOP017,Madrid  - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,5792491.72,2896245.86,606469.87,303234.94,2018-12-31T00:00:00.000
FR,2014FR16M2OP012,Mayotte - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.93232811,4666526.24,2659919.96,1955231.78,1114482.11,2021-12-31T00:00:00.000
