PublicationDate,countryName,reportingYear,Pollutant,transfers
2025/12/15,Portugal,2024,Total organic carbon(as total C or COD/3) (TOC),5884600
2025/12/15,Romania,2008,Copper and compounds (as Cu),171
2025/12/15,Romania,2008,Fluorides (as total F),4700
2025/12/15,Romania,2015,Total phosphorus,25200
2025/12/15,Romania,2016,Total organic carbon(as total C or COD/3) (TOC),457000
2025/12/15,Romania,2018,Total phosphorus,65900
2025/12/15,Romania,2019,Total organic carbon(as total C or COD/3) (TOC),4337700
2025/12/15,Romania,2021,Total phosphorus,28100
2025/12/15,Romania,2021,Zinc and compounds (as Zn),285
2025/12/15,Romania,2022,Total organic carbon(as total C or COD/3) (TOC),678500
2025/12/15,Romania,2023,Total nitrogen,155000
2025/12/15,Romania,2024,Total phosphorus,19500
2025/12/15,Serbia,2010,Cadmium and compounds (as Cd),6.5
2025/12/15,Serbia,2011,Zinc and compounds (as Zn),207
2025/12/15,Slovakia,2008,Toluene,825
2025/12/15,Slovakia,2011,Toluene,1250
2025/12/15,Slovakia,2015,Total organic carbon(as total C or COD/3) (TOC),4492000
2025/12/15,Slovakia,2017,Total phosphorus,33690
2025/12/15,Slovakia,2018,Total organic carbon(as total C or COD/3) (TOC),3724600
2025/12/15,Slovakia,2020,Total phosphorus,33860
2025/12/15,Slovakia,2021,Total organic carbon(as total C or COD/3) (TOC),1761000
2025/12/15,Slovenia,2007,Toluene,577
2025/12/15,Slovenia,2013,Toluene,435
2025/12/15,Slovenia,2017,Total organic carbon(as total C or COD/3) (TOC),1216200
2025/12/15,Slovenia,2019,Total phosphorus,30807
2025/12/15,Slovenia,2020,Total organic carbon(as total C or COD/3) (TOC),1510458
2025/12/15,Slovenia,2022,Total phosphorus,44251
2025/12/15,Slovenia,2023,Total organic carbon(as total C or COD/3) (TOC),782013.35
2025/12/15,Spain,2007,Organotin compounds (as total Sn),928
2025/12/15,Spain,2007,Total nitrogen,2856900
2025/12/15,Spain,2008,Brominated diphenylethers (PBDE),2.22
2025/12/15,Spain,2008,Cadmium and compounds (as Cd),275.95
2025/12/15,Spain,2008,Phenols (as total C),10379.599999999999
2025/12/15,Spain,2009,Naphthalene,133.10000000000002
2025/12/15,Spain,2009,Polycyclic aromatic hydrocarbons (PAHs),381.41999999999996
2025/12/15,Spain,2009,Trichloromethane,13.1
2025/12/15,Spain,2009,Zinc and compounds (as Zn),20611
2025/12/15,Spain,2010,Organotin compounds (as total Sn),60
2025/12/15,Spain,2010,Total nitrogen,2719100
2025/12/15,Spain,2011,Phenols (as total C),5848.1
2025/12/15,Spain,2011,Toluene,1640
2025/12/15,Spain,2012,Polycyclic aromatic hydrocarbons (PAHs),150.31
2025/12/15,Spain,2012,Zinc and compounds (as Zn),10562
2025/12/15,Spain,2013,Copper and compounds (as Cu),2864.2
2025/12/15,Spain,2013,Organotin compounds (as total Sn),197
2025/12/15,Spain,2014,Di-(2-ethyl hexyl) phthalate (DEHP),19.18
2025/12/15,Spain,2014,Phenols (as total C),14026.8
2025/12/15,Spain,2015,Nonylphenol and Nonylphenol ethoxylates,67.27000000000001
2025/12/15,Spain,2015,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
2025/12/15,Spain,2016,Copper and compounds (as Cu),1519.6999999999998
2025/12/15,Spain,2016,Organotin compounds (as total Sn),2672.5
2025/12/15,Spain,2017,Di-(2-ethyl hexyl) phthalate (DEHP),44.61
2025/12/15,Spain,2018,Nonylphenol and Nonylphenol ethoxylates,16
2025/12/15,Spain,2019,Copper and compounds (as Cu),2199.7999999999997
2025/12/15,Spain,2020,Di-(2-ethyl hexyl) phthalate (DEHP),240.37
2025/12/15,Spain,2020,Toluene,279
2025/12/15,Spain,2023,Fluoranthene,4.19
2025/12/15,Spain,2023,Pentachlorophenol (PCP),1.68
2025/12/15,Spain,2024,Ethylene oxide,348
2025/12/15,Sweden,2007,Total nitrogen,493700
2025/12/15,Sweden,2008,Mercury and compounds (as Hg),2.05
2025/12/15,Sweden,2008,Total phosphorus,103160
2025/12/15,Sweden,2010,Total nitrogen,462800
2025/12/15,Sweden,2011,Arsenic and compounds (as As),10.1
2025/12/15,Sweden,2011,Chlorides (as total Cl),11230000
2025/12/15,Sweden,2013,Total nitrogen,217200
2025/12/15,Sweden,2014,Arsenic and compounds (as As),15.89
2025/12/15,Sweden,2014,Chlorides (as total Cl),4110000
2025/12/15,Sweden,2016,Total nitrogen,293600
2025/12/15,Sweden,2017,Chlorides (as total Cl),4390000
2025/12/15,Sweden,2017,Chromium and compounds (as Cr),173.2
2025/12/15,Sweden,2020,Chromium and compounds (as Cr),50.9
2025/12/15,Switzerland,2007,Dichloromethane (DCM),3161
2025/12/15,Switzerland,2007,Lead and compounds (as Pb),220
2025/12/15,Switzerland,2007,Total organic carbon(as total C or COD/3) (TOC),10194800
2025/12/15,Switzerland,2008,Halogenated organic compounds (as AOX),320300
2025/12/15,Switzerland,2009,Chlorides (as total Cl),31030000
2025/12/15,Switzerland,2009,Mercury and compounds (as Hg),8
2025/12/15,Switzerland,2010,Dichloromethane (DCM),3961
2025/12/15,Switzerland,2010,Lead and compounds (as Pb),131
2025/12/15,Switzerland,2010,Toluene,32561
2025/12/15,Switzerland,2011,Diuron,65
2025/12/15,Switzerland,2012,Chlorides (as total Cl),27670000
2025/12/15,Switzerland,2012,Mercury and compounds (as Hg),4
2025/12/15,Switzerland,2013,Dichloromethane (DCM),1163.8
2025/12/15,Switzerland,2013,Lead and compounds (as Pb),28
2025/12/15,Switzerland,2013,Toluene,29289
2025/12/15,Switzerland,2015,Chlorides (as total Cl),33830000
2025/12/15,Switzerland,2016,Dichloromethane (DCM),872
2025/12/15,Switzerland,2016,Fluorides (as total F),72060
2025/12/15,Switzerland,2016,Lead and compounds (as Pb),136
2025/12/15,Switzerland,2016,Toluene,10234
2025/12/15,Switzerland,2018,Chlorides (as total Cl),42594020
2025/12/15,Switzerland,2018,Mercury and compounds (as Hg),1.292
2025/12/15,Switzerland,2018,Tributyltin and compounds,2.2
2025/12/15,Switzerland,2019,Fluorides (as total F),58400
2025/12/15,Switzerland,2019,Toluene,7521
2025/12/15,Switzerland,2020,Cyanides (as total CN),7.194999999999999
2025/12/15,Switzerland,2022,Fluorides (as total F),56278
2025/12/15,United Kingdom,2007,Cyanides (as total CN),86685.4
2025/12/15,United Kingdom,2008,Copper and compounds (as Cu),31969.100000000002
2025/12/15,United Kingdom,2008,Fluorides (as total F),148630
2025/12/15,United Kingdom,2008,Vinyl chloride,545
2025/12/15,United Kingdom,2009,Di-(2-ethyl hexyl) phthalate (DEHP),350
2025/12/15,United Kingdom,2009,Toluene,24921
2025/12/15,United Kingdom,2010,Cyanides (as total CN),60333
2025/12/15,United Kingdom,2011,Fluorides (as total F),133810
2025/12/15,United Kingdom,2011,Vinyl chloride,740
2025/12/15,United Kingdom,2012,Hydrogen cyanide (HCN),1e-5
2025/12/15,United Kingdom,2012,Particulate matter (PM10),8753.08001
2025/12/15,United Kingdom,2012,Sulphur oxides (SOX),25.5
2025/12/15,United Kingdom,2013,Cyanides (as total CN),16381
2025/12/15,United Kingdom,2014,Nickel and compounds (as Ni),3525.600000000001
2025/12/15,United Kingdom,2014,Vinyl chloride,378
2025/12/15,United Kingdom,2015,Total phosphorus,466540
2025/12/15,United Kingdom,2016,Chlorpyrifos,5
2025/12/15,United Kingdom,2016,Cyanides (as total CN),1140
2025/12/15,United Kingdom,2016,Total organic carbon(as total C or COD/3) (TOC),38139700
2025/12/15,United Kingdom,2017,Hexachlorobenzene (HCB),1.56
2025/12/15,United Kingdom,2017,Nickel and compounds (as Ni),3296.199999999999
2025/12/15,United Kingdom,2018,"1,2-dichloroethane (DCE-1,2)",14.3
2025/12/15,United Kingdom,2018,Total phosphorus,286500
2025/12/15,United Kingdom,2018,Trichloromethane,70
2025/12/15,United Kingdom,2019,Total organic carbon(as total C or COD/3) (TOC),30468600
2025/12/15,Austria,2008,Total organic carbon(as total C or COD/3) (TOC),40405700
2025/12/15,Austria,2009,Mercury and compounds (as Hg),2
2025/12/15,Austria,2009,Zinc and compounds (as Zn),1405741
2025/12/15,Austria,2010,Total phosphorus,165730
2025/12/15,Austria,2011,"Benzo(g,h,i)perylene",41.43000000000001
2025/12/15,Austria,2011,Ethyl benzene,665
2025/12/15,Austria,2011,Total organic carbon(as total C or COD/3) (TOC),36481300
2025/12/15,Austria,2012,Mercury and compounds (as Hg),1.95
2025/12/15,Austria,2013,Total phosphorus,207960
2025/12/15,Austria,2014,"Benzo(g,h,i)perylene",38.95
2025/12/15,Austria,2014,Ethyl benzene,1070
2025/12/15,Austria,2014,Total organic carbon(as total C or COD/3) (TOC),39783700
2025/12/15,Austria,2016,Anthracene,14.19
2025/12/15,Austria,2016,Arsenic and compounds (as As),6.16
2025/12/15,Austria,2016,Total phosphorus,169620
2025/12/15,Austria,2017,"Benzo(g,h,i)perylene",31.1
2025/12/15,Austria,2017,Ethyl benzene,828
2025/12/15,Austria,2017,Lead and compounds (as Pb),97725.59999999999
2025/12/15,Austria,2017,Total organic carbon(as total C or COD/3) (TOC),26551200
2025/12/15,Austria,2018,Nickel and compounds (as Ni),603.5
2025/12/15,Austria,2019,Anthracene,18.77
2025/12/15,Austria,2020,Lead and compounds (as Pb),19222.4
2025/12/15,Austria,2021,Nickel and compounds (as Ni),533.2
2025/12/15,Austria,2022,Arsenic and compounds (as As),21.7
2025/12/15,Austria,2022,Benzene,55100
2025/12/15,Austria,2023,Copper and compounds (as Cu),702
2025/12/15,Austria,2023,Lead and compounds (as Pb),4552.4
2025/12/15,Austria,2023,Trichlorobenzenes (TCB),21.6
2025/12/15,Austria,2024,Di-(2-ethyl hexyl) phthalate (DEHP),15.46
2025/12/15,Austria,2024,Nickel and compounds (as Ni),1745.7
2025/12/15,Belgium,2007,Chromium and compounds (as Cr),321.5
2025/12/15,Belgium,2007,Lead and compounds (as Pb),221.3
2025/12/15,Belgium,2007,Total organic carbon(as total C or COD/3) (TOC),5771400
2025/12/15,Belgium,2007,Trichlorobenzenes (TCB),1.99
2025/12/15,Belgium,2008,Nickel and compounds (as Ni),623.6
2025/12/15,Belgium,2009,Anthracene,100.63
2025/12/15,Belgium,2009,Arsenic and compounds (as As),35.56
2025/12/15,Belgium,2010,Lead and compounds (as Pb),151.4
2025/12/15,Belgium,2010,Trichlorobenzenes (TCB),12.389999999999999
2025/12/15,Belgium,2011,Nickel and compounds (as Ni),408.4
2025/12/15,Belgium,2012,Arsenic and compounds (as As),91.08
2025/12/15,Belgium,2013,Copper and compounds (as Cu),216.9
2025/12/15,Belgium,2013,Lead and compounds (as Pb),64.6
2025/12/15,Belgium,2014,Di-(2-ethyl hexyl) phthalate (DEHP),45.94
2025/12/15,Belgium,2014,Nickel and compounds (as Ni),620
2025/12/15,Belgium,2016,Copper and compounds (as Cu),212.10000000000002
2025/12/15,Belgium,2016,Fluorides (as total F),62210
2025/12/15,Belgium,2016,Lead and compounds (as Pb),74.1
2025/12/15,Belgium,2017,Di-(2-ethyl hexyl) phthalate (DEHP),6.03
2025/12/15,Belgium,2017,Ethylene oxide,44.5
2025/12/15,Belgium,2017,Nickel and compounds (as Ni),30.1
2025/12/15,Belgium,2019,Copper and compounds (as Cu),277
2025/12/15,Belgium,2019,Fluorides (as total F),57950
2025/12/15,Belgium,2020,Di-(2-ethyl hexyl) phthalate (DEHP),959
2025/12/15,Belgium,2020,Pentachlorophenol (PCP),4.73
2025/12/15,Belgium,2022,Copper and compounds (as Cu),69.7
2025/12/15,Belgium,2022,Fluorides (as total F),62170
2025/12/15,Belgium,2023,Pentachlorophenol (PCP),10.2
2025/12/15,Belgium,2024,Phenols (as total C),336.5
2025/12/15,Bulgaria,2008,Total organic carbon(as total C or COD/3) (TOC),1923500
2025/12/15,Bulgaria,2010,Fluorides (as total F),78400
2025/12/15,Bulgaria,2011,Total organic carbon(as total C or COD/3) (TOC),1941000
2025/12/15,Bulgaria,2014,Lead and compounds (as Pb),1059.3
2025/12/15,Bulgaria,2014,Total organic carbon(as total C or COD/3) (TOC),1134200
2025/12/15,Bulgaria,2016,Arsenic and compounds (as As),5.04
2025/12/15,Bulgaria,2016,Total phosphorus,173740
2025/12/15,Bulgaria,2017,Lead and compounds (as Pb),653
2025/12/15,Bulgaria,2019,Arsenic and compounds (as As),6
2025/12/15,Bulgaria,2019,Total phosphorus,119567
2025/12/15,Bulgaria,2020,Lead and compounds (as Pb),191
2025/12/15,Bulgaria,2022,Total phosphorus,899445
2025/12/15,Bulgaria,2023,Copper and compounds (as Cu),569
2025/12/15,Bulgaria,2023,Lead and compounds (as Pb),676
2025/12/15,Croatia,2015,Di-(2-ethyl hexyl) phthalate (DEHP),3.7
2025/12/15,Croatia,2017,Copper and compounds (as Cu),96.9
2025/12/15,Croatia,2017,Lead and compounds (as Pb),28.1
2025/12/15,Croatia,2018,Nickel and compounds (as Ni),54.199999999999996
2025/12/15,Croatia,2020,Copper and compounds (as Cu),90.6
2025/12/15,Croatia,2023,Copper and compounds (as Cu),150.5
2025/12/15,Cyprus,2008,Nickel and compounds (as Ni),174.8
2025/12/15,Cyprus,2012,Mercury and compounds (as Hg),2.55
2025/12/15,Cyprus,2018,Zinc and compounds (as Zn),568
2025/12/15,Czechia,2007,Cyanides (as total CN),12130
2025/12/15,Czechia,2007,Dichloromethane (DCM),305.8
2025/12/15,Czechia,2007,Total nitrogen,946000
2025/12/15,Czechia,2008,Halogenated organic compounds (as AOX),18270
2025/12/15,Czechia,2009,Chlorides (as total Cl),20560000
2025/12/15,Czechia,2009,Trichloromethane,88.4
2025/12/15,Czechia,2010,Cyanides (as total CN),6693
2025/12/15,Czechia,2010,Dichloromethane (DCM),103.4
2025/12/15,Czechia,2010,Total nitrogen,917800
2025/12/15,Czechia,2012,Chlorides (as total Cl),24040000
2025/12/15,Czechia,2012,Trichloromethane,46.5
2025/12/15,Czechia,2013,Cyanides (as total CN),8203.5
2025/12/15,Czechia,2013,Dichloromethane (DCM),191.3
2025/12/15,Czechia,2013,Total nitrogen,886400
2025/12/15,Czechia,2015,"1,2-dichloroethane (DCE-1,2)",34.9
2025/12/15,Czechia,2015,Chlorides (as total Cl),44030000
2025/12/15,Czechia,2015,Xylenes,6630
2025/12/15,Czechia,2016,Dichloromethane (DCM),95.60000000000001
2025/12/15,Czechia,2017,Polychlorinated biphenyls (PCBs),0.166
2025/12/15,Czechia,2018,"1,2-dichloroethane (DCE-1,2)",10
2025/12/15,Czechia,2018,Chlorides (as total Cl),49270458.2
2025/12/15,Czechia,2018,Xylenes,5.07
2025/12/15,Czechia,2019,Naphthalene,28.8
2025/12/15,Czechia,2020,Polychlorinated biphenyls (PCBs),0.02331
2025/12/15,Czechia,2021,"1,2-dichloroethane (DCE-1,2)",10
2025/12/15,Czechia,2022,Naphthalene,0.005
2025/12/15,Czechia,2022,Trichloroethylene (TRI),0.011
2025/12/15,Czechia,2022,Zinc and compounds (as Zn),57376.47926300001
2025/12/15,Denmark,2008,Total phosphorus,255960
2025/12/15,Denmark,2009,Total organic carbon(as total C or COD/3) (TOC),14398200
2025/12/15,Denmark,2011,Total phosphorus,110530
2025/12/15,Denmark,2012,Total organic carbon(as total C or COD/3) (TOC),11064300
2025/12/15,Denmark,2013,Total nitrogen,842700
2025/12/15,Denmark,2016,Total nitrogen,1230700
2025/12/15,Denmark,2018,Chlorides (as total Cl),3007440.03
2025/12/15,Denmark,2018,Copper and compounds (as Cu),52.611927
2025/12/15,Denmark,2018,Lead and compounds (as Pb),71.0291
2025/12/15,Denmark,2019,Cyanides (as total CN),0.9
2025/12/15,Denmark,2019,Di-(2-ethyl hexyl) phthalate (DEHP),4.167207
2025/12/15,Denmark,2019,Total nitrogen,938262.6000000001
2025/12/15,Denmark,2021,Chlorides (as total Cl),5747325.029999999
2025/12/15,Denmark,2021,Copper and compounds (as Cu),42.465246
2025/12/15,Denmark,2021,Lead and compounds (as Pb),8.6942
2025/12/15,Denmark,2022,Di-(2-ethyl hexyl) phthalate (DEHP),2.6631150000000003
2025/12/15,Denmark,2023,Non-methane volatile organic compounds (NMVOC),183
2025/12/15,Denmark,2024,Chlorides (as total Cl),4132593
2025/12/15,Denmark,2024,Copper and compounds (as Cu),32.502500000000005
2025/12/15,Finland,2007,Total phosphorus,305400
2025/12/15,Finland,2009,Cyanides (as total CN),12200
2025/12/15,Finland,2012,Cyanides (as total CN),3510
2025/12/15,Finland,2013,Phenols (as total C),23738.5
2025/12/15,Finland,2016,Phenols (as total C),32233.7
2025/12/15,Finland,2019,Phenols (as total C),27893
2025/12/15,Finland,2019,Total organic carbon(as total C or COD/3) (TOC),7732700
2025/12/15,Finland,2022,Cadmium and compounds (as Cd),8
2025/12/15,Finland,2022,Phenols (as total C),26067
2025/12/15,Finland,2022,Total organic carbon(as total C or COD/3) (TOC),4767200
2025/12/15,Finland,2024,Arsenic and compounds (as As),115
2025/12/15,France,2007,Phenols (as total C),83795.3
2025/12/15,France,2010,Phenols (as total C),138550.5
2025/12/15,France,2011,PCDD + PCDF (dioxins + furans) (as Teq),1.235
2025/12/15,France,2013,Phenols (as total C),88299.90000000001
2025/12/15,France,2013,Total organic carbon(as total C or COD/3) (TOC),29041300
2025/12/15,France,2014,Tetrachloroethylene,12.1
2025/12/15,France,2014,Vinyl chloride,57.1
2025/12/15,France,2016,Phenols (as total C),74933.7
2025/12/15,France,2016,Total organic carbon(as total C or COD/3) (TOC),33441200
2025/12/15,France,2017,Nonylphenol and Nonylphenol ethoxylates,34
2025/12/15,France,2017,Tetrachloroethylene,79.9
2025/12/15,France,2018,Arsenic and compounds (as As),110.96
2025/12/15,France,2019,Total organic carbon(as total C or COD/3) (TOC),62088100
2025/12/15,France,2020,Nonylphenol and Nonylphenol ethoxylates,16.13
2025/12/15,France,2020,Tetrachloroethylene,12.4
2025/12/15,France,2020,Tetrachloromethane (TCM),8.11
2025/12/15,France,2021,Arsenic and compounds (as As),412.139999
2025/12/15,France,2022,Cyanides (as total CN),90.199997
2025/12/15,France,2022,Lead and compounds (as Pb),3252
2025/12/15,France,2022,Total organic carbon(as total C or COD/3) (TOC),36394000
2025/12/15,France,2023,Nonylphenol and Nonylphenol ethoxylates,2.98
2025/12/15,France,2023,Tetrachloromethane (TCM),1.6
2025/12/15,France,2024,Arsenic and compounds (as As),415.349996
2025/12/15,Germany,2007,Toluene,102517
2025/12/15,Germany,2008,Chromium and compounds (as Cr),2481.2
2025/12/15,Germany,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.001491
2025/12/15,Germany,2009,Halogenated organic compounds (as AOX),340570
2025/12/15,Germany,2009,Mercury and compounds (as Hg),866.17
2025/12/15,Germany,2009,Total phosphorus,1804240
2025/12/15,Germany,2009,Zinc and compounds (as Zn),61694
2025/12/15,Germany,2010,Toluene,31547
2025/12/15,Germany,2011,"Benzo(g,h,i)perylene",2.03
2025/12/15,Germany,2011,Chromium and compounds (as Cr),2472.9
2025/12/15,Germany,2011,Ethyl benzene,5510
2025/12/15,Germany,2012,Halogenated organic compounds (as AOX),421130
2025/12/15,Germany,2012,Mercury and compounds (as Hg),398.98
2025/12/15,Germany,2012,Total phosphorus,2168470
2025/12/15,Germany,2013,Fluoranthene,20.91
2025/12/15,Germany,2013,Toluene,33335
2025/12/15,Germany,2013,Trichloromethane,115.69999999999999
2025/12/15,Germany,2014,Chromium and compounds (as Cr),2832.7
2025/12/15,Germany,2014,Ethyl benzene,1171
2025/12/15,Germany,2014,Total nitrogen,10463000
2025/12/15,Germany,2014,Trichlorobenzenes (TCB),46.3
2025/12/15,Germany,2015,Halogenated organic compounds (as AOX),486340
2025/12/15,Germany,2016,Fluoranthene,60.650000000000006
2025/12/15,Germany,2017,Chromium and compounds (as Cr),3066
2025/12/15,Germany,2017,Dichloromethane (DCM),1070.7
2025/12/15,Germany,2017,Ethyl benzene,840
2025/12/15,Germany,2017,Total nitrogen,11588800
2025/12/15,Germany,2017,Trichlorobenzenes (TCB),77.9
2025/12/15,Germany,2018,Nickel and compounds (as Ni),4070.2999999999997
2025/12/15,Germany,2018,Octylphenols and Octylphenol ethoxylates,11
2025/12/15,Germany,2019,Chlorides (as total Cl),526170000
2025/12/15,Germany,2019,Fluoranthene,12.13
2025/12/15,Germany,2019,Trichloromethane,16.4
2025/12/15,Germany,2019,Xylenes,3226.2
2025/12/15,Germany,2020,Dichloromethane (DCM),2575.9
2025/12/15,Germany,2020,Total nitrogen,12025900
2025/12/15,Germany,2020,Trichlorobenzenes (TCB),66.6
2025/12/15,Germany,2021,Nickel and compounds (as Ni),3950.7
2025/12/15,Germany,2021,Octylphenols and Octylphenol ethoxylates,9.4
2025/12/15,Germany,2022,Chlorides (as total Cl),496890000
2025/12/15,Germany,2022,Trichloromethane,15.4
2025/12/15,Germany,2022,Xylenes,4103.950000000001
2025/12/15,Germany,2023,Dichloromethane (DCM),3478.1
2025/12/15,Germany,2023,Total nitrogen,9755900
2025/12/15,Germany,2023,Trichlorobenzenes (TCB),12.3
2025/12/15,Germany,2024,Nickel and compounds (as Ni),4016.5000000000005
2025/12/15,Germany,2024,Octylphenols and Octylphenol ethoxylates,11.4
2025/12/15,Greece,2021,Phenols (as total C),2110
2025/12/15,Greece,2024,Phenols (as total C),1130
2025/12/15,Hungary,2007,Dichloromethane (DCM),24.9
2025/12/15,Hungary,2007,Toluene,1050
2025/12/15,Hungary,2008,Phenols (as total C),95.2
2025/12/15,Hungary,2010,Dichloromethane (DCM),1320
2025/12/15,Hungary,2011,Chromium and compounds (as Cr),65
2025/12/15,Hungary,2012,Nickel and compounds (as Ni),23.5
